concept_id,concept_name_ko,concept_name_en,domain_id,vocabulary_id,concept_class_id,concept_code,standard_concept,standard_hint,valid_start_date,valid_end_date,invalid_reason,key
10000000035,악성 림프종,Malignant lymphoma,Condition,SNOMED,Disorder,118600007,S,,2026-09-12,2099-12-31,,DX_LYMPHOMA
10000000036,표준 매핑,Maps to,Relationship,KAI,Relationship,KAI-REL-MAPS,S,,2026-09-12,2099-12-31,,REL_MAPS_TO
10000000037,상위 개념,Is a,Relationship,KAI,Relationship,KAI-REL-ISA,S,,2026-09-12,2099-12-31,,REL_IS_A
10000000038,단위,Has unit,Relationship,KAI,Relationship,KAI-REL-UNIT,S,,2026-09-12,2099-12-31,,REL_HAS_UNIT
10000000039,값 집합 소속,Member of concept set,Relationship,KAI,Relationship,KAI-REL-MEMBER,S,,2026-09-12,2099-12-31,,REL_MEMBER_OF
10000000040,이상사례,Adverse event (condition status),Condition Status,KAI,Status,KAI-STAT-AE,S,,2026-09-12,2099-12-31,,AE_STATUS
10000000041,가족력,Family history of disorder,Observation,SNOMED,Finding,281666001,S,,2026-09-12,2099-12-31,,FAMILY_HISTORY_OF
10000000042,CTCAE 등급,CTCAE grade,Measurement,KAI,Grade scale,KAI-CTCAE-GRADE,S,,2026-09-12,2099-12-31,,CTCAE_GRADE
10000000043,%,%,Unit,UCUM,Unit,%,S,,2026-09-12,2099-12-31,,UNIT:%
10000000044,1,1,Unit,UCUM,Unit,1,S,,2026-09-12,2099-12-31,,UNIT:1
10000000045,Gy,Gy,Unit,UCUM,Unit,Gy,S,,2026-09-12,2099-12-31,,UNIT:Gy
10000000046,a,a,Unit,UCUM,Unit,a,S,,2026-09-12,2099-12-31,,UNIT:a
10000000047,cm,cm,Unit,UCUM,Unit,cm,S,,2026-09-12,2099-12-31,,UNIT:cm
10000000048,dB/m,dB/m,Unit,UCUM,Unit,dB/m,S,,2026-09-12,2099-12-31,,UNIT:dB/m
10000000049,kPa,kPa,Unit,UCUM,Unit,kPa,S,,2026-09-12,2099-12-31,,UNIT:kPa
10000000050,mL,mL,Unit,UCUM,Unit,mL,S,,2026-09-12,2099-12-31,,UNIT:mL
10000000051,mm,mm,Unit,UCUM,Unit,mm,S,,2026-09-12,2099-12-31,,UNIT:mm
10000000052,mm2,mm2,Unit,UCUM,Unit,mm2,S,,2026-09-12,2099-12-31,,UNIT:mm2
10000000053,mm[Hg],mm[Hg],Unit,UCUM,Unit,mm[Hg],S,,2026-09-12,2099-12-31,,UNIT:mm[Hg]
10000000054,mo,mo,Unit,UCUM,Unit,mo,S,,2026-09-12,2099-12-31,,UNIT:mo
10000000055,ng/mL,ng/mL,Unit,UCUM,Unit,ng/mL,S,,2026-09-12,2099-12-31,,UNIT:ng/mL
10000000056,병기 체계,STAGE_SYSTEM,Modifier,KAI,Value set,KAI-CS-STAGE_SYSTEM,C,SNOMED tumor staging system,2026-09-12,2099-12-31,,CS:STAGE_SYSTEM
10000000057,AJCC,AJCC,Modifier,KAI,Value,KAI-STAGE_SYSTEM-AJCC,S,,2026-09-12,2099-12-31,,CS:STAGE_SYSTEM:AJCC
10000000058,Lugano,Lugano,Modifier,KAI,Value,KAI-STAGE_SYSTEM-Lugano,S,,2026-09-12,2099-12-31,,CS:STAGE_SYSTEM:Lugano
10000000059,Ann Arbor,Ann Arbor,Modifier,KAI,Value,KAI-STAGE_SYSTEM-Ann_Arbor,S,,2026-09-12,2099-12-31,,CS:STAGE_SYSTEM:Ann_Arbor
10000000060,FIGO,FIGO,Modifier,KAI,Value,KAI-STAGE_SYSTEM-FIGO,S,,2026-09-12,2099-12-31,,CS:STAGE_SYSTEM:FIGO
10000000061,기타,기타,Modifier,KAI,Value,KAI-STAGE_SYSTEM-기타,S,,2026-09-12,2099-12-31,,CS:STAGE_SYSTEM:기타
10000000062,병기 판,STAGE_EDITION,Modifier,KAI,Value set,KAI-CS-STAGE_EDITION,C,,2026-09-12,2099-12-31,,CS:STAGE_EDITION
10000000063,7,7,Modifier,KAI,Value,KAI-STAGE_EDITION-7,S,,2026-09-12,2099-12-31,,CS:STAGE_EDITION:7
10000000064,8,8,Modifier,KAI,Value,KAI-STAGE_EDITION-8,S,,2026-09-12,2099-12-31,,CS:STAGE_EDITION:8
10000000065,9,9,Modifier,KAI,Value,KAI-STAGE_EDITION-9,S,,2026-09-12,2099-12-31,,CS:STAGE_EDITION:9
10000000066,병기 구분,STAGE_CONTEXT,Modifier,KAI,Value set,KAI-CS-STAGE_CONTEXT,C,SNOMED (clinical/pathological stage),2026-09-12,2099-12-31,,CS:STAGE_CONTEXT
10000000067,임상,임상,Modifier,KAI,Value,KAI-STAGE_CONTEXT-c,S,,2026-09-12,2099-12-31,,CS:STAGE_CONTEXT:c
10000000068,병리,병리,Modifier,KAI,Value,KAI-STAGE_CONTEXT-p,S,,2026-09-12,2099-12-31,,CS:STAGE_CONTEXT:p
10000000069,선행치료 후 임상,선행치료 후 임상,Modifier,KAI,Value,KAI-STAGE_CONTEXT-yc,S,,2026-09-12,2099-12-31,,CS:STAGE_CONTEXT:yc
10000000070,선행치료 후 병리,선행치료 후 병리,Modifier,KAI,Value,KAI-STAGE_CONTEXT-yp,S,,2026-09-12,2099-12-31,,CS:STAGE_CONTEXT:yp
10000000071,재병기,재병기,Modifier,KAI,Value,KAI-STAGE_CONTEXT-r,S,,2026-09-12,2099-12-31,,CS:STAGE_CONTEXT:r
10000000072,AJCC 8판 병기군,STAGE_GROUP_AJCC8,Modifier,KAI,Value set,KAI-CS-STAGE_GROUP_AJCC8,C,SNOMED 1222802001 (IIIA 확인됨) 등 qualifier 계열 · OMOP Cancer Modifier,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8
10000000073,0,0,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-0,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:0
10000000074,IA,IA,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IA,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IA
10000000075,IA1,IA1,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IA1,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IA1
10000000076,IA2,IA2,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IA2,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IA2
10000000077,IA3,IA3,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IA3,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IA3
10000000078,IB,IB,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IB,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IB
10000000079,IIA,IIA,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IIA,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IIA
10000000080,IIB,IIB,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IIB,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IIB
10000000081,IIIA,IIIA,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IIIA,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IIIA
10000000082,IIIB,IIIB,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IIIB,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IIIB
10000000083,IIIC,IIIC,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IIIC,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IIIC
10000000084,IVA,IVA,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IVA,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IVA
10000000085,IVB,IVB,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IVB,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IVB
10000000086,IVC,IVC,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IVC,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IVC
10000000087,IV,IV,Modifier,KAI,Value,KAI-STAGE_GROUP_AJCC8-IV,S,,2026-09-12,2099-12-31,,CS:STAGE_GROUP_AJCC8:IV
10000000088,Lugano/Ann Arbor 병기,STAGE_LUGANO,Modifier,KAI,Value set,KAI-CS-STAGE_LUGANO,C,SNOMED (일부) · 자체,2026-09-12,2099-12-31,,CS:STAGE_LUGANO
10000000089,I,I,Modifier,KAI,Value,KAI-STAGE_LUGANO-I,S,,2026-09-12,2099-12-31,,CS:STAGE_LUGANO:I
10000000090,IE,IE,Modifier,KAI,Value,KAI-STAGE_LUGANO-IE,S,,2026-09-12,2099-12-31,,CS:STAGE_LUGANO:IE
10000000091,II,II,Modifier,KAI,Value,KAI-STAGE_LUGANO-II,S,,2026-09-12,2099-12-31,,CS:STAGE_LUGANO:II
10000000092,IIE,IIE,Modifier,KAI,Value,KAI-STAGE_LUGANO-IIE,S,,2026-09-12,2099-12-31,,CS:STAGE_LUGANO:IIE
10000000093,III,III,Modifier,KAI,Value,KAI-STAGE_LUGANO-III,S,,2026-09-12,2099-12-31,,CS:STAGE_LUGANO:III
10000000094,IV,IV,Modifier,KAI,Value,KAI-STAGE_LUGANO-IV,S,,2026-09-12,2099-12-31,,CS:STAGE_LUGANO:IV
10000000095,병기 수식자,STAGE_MODIFIER,Modifier,KAI,Value set,KAI-CS-STAGE_MODIFIER,C,자체,2026-09-12,2099-12-31,,CS:STAGE_MODIFIER
10000000096,A,A,Modifier,KAI,Value,KAI-STAGE_MODIFIER-A,S,,2026-09-12,2099-12-31,,CS:STAGE_MODIFIER:A
10000000097,B,B,Modifier,KAI,Value,KAI-STAGE_MODIFIER-B,S,,2026-09-12,2099-12-31,,CS:STAGE_MODIFIER:B
10000000098,E,E,Modifier,KAI,Value,KAI-STAGE_MODIFIER-E,S,,2026-09-12,2099-12-31,,CS:STAGE_MODIFIER:E
10000000099,S,S,Modifier,KAI,Value,KAI-STAGE_MODIFIER-S,S,,2026-09-12,2099-12-31,,CS:STAGE_MODIFIER:S
10000000100,X,X,Modifier,KAI,Value,KAI-STAGE_MODIFIER-X,S,,2026-09-12,2099-12-31,,CS:STAGE_MODIFIER:X
10000000101,T,TNM_T,Modifier,KAI,Value set,KAI-CS-TNM_T,C,SNOMED (T category qualifier),2026-09-12,2099-12-31,,CS:TNM_T
10000000102,TX,TX,Modifier,KAI,Value,KAI-TNM_T-TX,S,,2026-09-12,2099-12-31,,CS:TNM_T:TX
10000000103,T0,T0,Modifier,KAI,Value,KAI-TNM_T-T0,S,,2026-09-12,2099-12-31,,CS:TNM_T:T0
10000000104,Tis,Tis,Modifier,KAI,Value,KAI-TNM_T-Tis,S,,2026-09-12,2099-12-31,,CS:TNM_T:Tis
10000000105,T1,T1,Modifier,KAI,Value,KAI-TNM_T-T1,S,,2026-09-12,2099-12-31,,CS:TNM_T:T1
10000000106,T1a,T1a,Modifier,KAI,Value,KAI-TNM_T-T1a,S,,2026-09-12,2099-12-31,,CS:TNM_T:T1a
10000000107,T1b,T1b,Modifier,KAI,Value,KAI-TNM_T-T1b,S,,2026-09-12,2099-12-31,,CS:TNM_T:T1b
10000000108,T1c,T1c,Modifier,KAI,Value,KAI-TNM_T-T1c,S,,2026-09-12,2099-12-31,,CS:TNM_T:T1c
10000000109,T2,T2,Modifier,KAI,Value,KAI-TNM_T-T2,S,,2026-09-12,2099-12-31,,CS:TNM_T:T2
10000000110,T2a,T2a,Modifier,KAI,Value,KAI-TNM_T-T2a,S,,2026-09-12,2099-12-31,,CS:TNM_T:T2a
10000000111,T2b,T2b,Modifier,KAI,Value,KAI-TNM_T-T2b,S,,2026-09-12,2099-12-31,,CS:TNM_T:T2b
10000000112,T3,T3,Modifier,KAI,Value,KAI-TNM_T-T3,S,,2026-09-12,2099-12-31,,CS:TNM_T:T3
10000000113,T4,T4,Modifier,KAI,Value,KAI-TNM_T-T4,S,,2026-09-12,2099-12-31,,CS:TNM_T:T4
10000000114,T4a,T4a,Modifier,KAI,Value,KAI-TNM_T-T4a,S,,2026-09-12,2099-12-31,,CS:TNM_T:T4a
10000000115,T4b,T4b,Modifier,KAI,Value,KAI-TNM_T-T4b,S,,2026-09-12,2099-12-31,,CS:TNM_T:T4b
10000000116,N,TNM_N,Modifier,KAI,Value set,KAI-CS-TNM_N,C,SNOMED,2026-09-12,2099-12-31,,CS:TNM_N
10000000117,NX,NX,Modifier,KAI,Value,KAI-TNM_N-NX,S,,2026-09-12,2099-12-31,,CS:TNM_N:NX
10000000118,N0,N0,Modifier,KAI,Value,KAI-TNM_N-N0,S,,2026-09-12,2099-12-31,,CS:TNM_N:N0
10000000119,N1,N1,Modifier,KAI,Value,KAI-TNM_N-N1,S,,2026-09-12,2099-12-31,,CS:TNM_N:N1
10000000120,N1a,N1a,Modifier,KAI,Value,KAI-TNM_N-N1a,S,,2026-09-12,2099-12-31,,CS:TNM_N:N1a
10000000121,N1b,N1b,Modifier,KAI,Value,KAI-TNM_N-N1b,S,,2026-09-12,2099-12-31,,CS:TNM_N:N1b
10000000122,N1c,N1c,Modifier,KAI,Value,KAI-TNM_N-N1c,S,,2026-09-12,2099-12-31,,CS:TNM_N:N1c
10000000123,N2,N2,Modifier,KAI,Value,KAI-TNM_N-N2,S,,2026-09-12,2099-12-31,,CS:TNM_N:N2
10000000124,N2a,N2a,Modifier,KAI,Value,KAI-TNM_N-N2a,S,,2026-09-12,2099-12-31,,CS:TNM_N:N2a
10000000125,N2b,N2b,Modifier,KAI,Value,KAI-TNM_N-N2b,S,,2026-09-12,2099-12-31,,CS:TNM_N:N2b
10000000126,N3,N3,Modifier,KAI,Value,KAI-TNM_N-N3,S,,2026-09-12,2099-12-31,,CS:TNM_N:N3
10000000127,M,TNM_M,Modifier,KAI,Value set,KAI-CS-TNM_M,C,SNOMED,2026-09-12,2099-12-31,,CS:TNM_M
10000000128,MX,MX,Modifier,KAI,Value,KAI-TNM_M-MX,S,,2026-09-12,2099-12-31,,CS:TNM_M:MX
10000000129,M0,M0,Modifier,KAI,Value,KAI-TNM_M-M0,S,,2026-09-12,2099-12-31,,CS:TNM_M:M0
10000000130,M1,M1,Modifier,KAI,Value,KAI-TNM_M-M1,S,,2026-09-12,2099-12-31,,CS:TNM_M:M1
10000000131,M1a,M1a,Modifier,KAI,Value,KAI-TNM_M-M1a,S,,2026-09-12,2099-12-31,,CS:TNM_M:M1a
10000000132,M1b,M1b,Modifier,KAI,Value,KAI-TNM_M-M1b,S,,2026-09-12,2099-12-31,,CS:TNM_M:M1b
10000000133,M1c,M1c,Modifier,KAI,Value,KAI-TNM_M-M1c,S,,2026-09-12,2099-12-31,,CS:TNM_M:M1c
10000000134,ECOG 활동능력,ECOG,Observation,KAI,Value set,KAI-CS-ECOG,C,"SNOMED 422894000 (grade 2 확인됨), 0~5 계열",2026-09-12,2099-12-31,,CS:ECOG
10000000135,0,0,Observation,KAI,Value,KAI-ECOG-0,S,,2026-09-12,2099-12-31,,CS:ECOG:0
10000000136,1,1,Observation,KAI,Value,KAI-ECOG-1,S,,2026-09-12,2099-12-31,,CS:ECOG:1
10000000137,2,2,Observation,KAI,Value,KAI-ECOG-2,S,,2026-09-12,2099-12-31,,CS:ECOG:2
10000000138,3,3,Observation,KAI,Value,KAI-ECOG-3,S,,2026-09-12,2099-12-31,,CS:ECOG:3
10000000139,4,4,Observation,KAI,Value,KAI-ECOG-4,S,,2026-09-12,2099-12-31,,CS:ECOG:4
10000000140,5,5,Observation,KAI,Value,KAI-ECOG-5,S,,2026-09-12,2099-12-31,,CS:ECOG:5
10000000141,반응평가 기준,RESPONSE_CRITERIA,Measurement,KAI,Value set,KAI-CS-RESPONSE_CRITERIA,C,자체,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA
10000000142,RECIST 1.1,RECIST 1.1,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-RECIST_1.1,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:RECIST_1.1
10000000143,iRECIST,iRECIST,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-iRECIST,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:iRECIST
10000000144,Lugano 2014,Lugano 2014,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-Lugano_2014,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:Lugano_2014
10000000145,Cheson 2007,Cheson 2007,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-Cheson_2007,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:Cheson_2007
10000000146,Deauville,Deauville,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-Deauville,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:Deauville
10000000147,RCB,RCB,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-RCB,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:RCB
10000000148,pCR,pCR,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-pCR,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:pCR
10000000149,mRECIST,mRECIST,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-mRECIST,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:mRECIST
10000000150,기타,기타,Measurement,KAI,Value,KAI-RESPONSE_CRITERIA-기타,S,,2026-09-12,2099-12-31,,CS:RESPONSE_CRITERIA:기타
10000000151,반응 판정,RESPONSE,Measurement,KAI,Value set,KAI-CS-RESPONSE,C,SNOMED (partial remission 등 일부) · 자체,2026-09-12,2099-12-31,,CS:RESPONSE
10000000152,CR,CR,Measurement,KAI,Value,KAI-RESPONSE-CR,S,,2026-09-12,2099-12-31,,CS:RESPONSE:CR
10000000153,PR,PR,Measurement,KAI,Value,KAI-RESPONSE-PR,S,,2026-09-12,2099-12-31,,CS:RESPONSE:PR
10000000154,SD,SD,Measurement,KAI,Value,KAI-RESPONSE-SD,S,,2026-09-12,2099-12-31,,CS:RESPONSE:SD
10000000155,PD,PD,Measurement,KAI,Value,KAI-RESPONSE-PD,S,,2026-09-12,2099-12-31,,CS:RESPONSE:PD
10000000156,NE,NE,Measurement,KAI,Value,KAI-RESPONSE-NE,S,,2026-09-12,2099-12-31,,CS:RESPONSE:NE
10000000157,Deauville 5점,DEAUVILLE,Measurement,KAI,Value set,KAI-CS-DEAUVILLE,C,SNOMED 708896007 (척도) · 값별 확인 필요,2026-09-12,2099-12-31,,CS:DEAUVILLE
10000000158,1,1,Measurement,KAI,Value,KAI-DEAUVILLE-1,S,,2026-09-12,2099-12-31,,CS:DEAUVILLE:1
10000000159,2,2,Measurement,KAI,Value,KAI-DEAUVILLE-2,S,,2026-09-12,2099-12-31,,CS:DEAUVILLE:2
10000000160,3,3,Measurement,KAI,Value,KAI-DEAUVILLE-3,S,,2026-09-12,2099-12-31,,CS:DEAUVILLE:3
10000000161,4,4,Measurement,KAI,Value,KAI-DEAUVILLE-4,S,,2026-09-12,2099-12-31,,CS:DEAUVILLE:4
10000000162,5,5,Measurement,KAI,Value,KAI-DEAUVILLE-5,S,,2026-09-12,2099-12-31,,CS:DEAUVILLE:5
10000000163,X,X,Measurement,KAI,Value,KAI-DEAUVILLE-X,S,,2026-09-12,2099-12-31,,CS:DEAUVILLE:X
10000000164,RCB 등급,RCB_CLASS,Modifier,KAI,Value set,KAI-CS-RCB_CLASS,C,SNOMED 1407080009 계열 (class 1 = 1407083006 확인됨),2026-09-12,2099-12-31,,CS:RCB_CLASS
10000000165,(pCR),(pCR),Modifier,KAI,Value,KAI-RCB_CLASS-0,S,,2026-09-12,2099-12-31,,CS:RCB_CLASS:0
10000000166,I,I,Modifier,KAI,Value,KAI-RCB_CLASS-I,S,,2026-09-12,2099-12-31,,CS:RCB_CLASS:I
10000000167,II,II,Modifier,KAI,Value,KAI-RCB_CLASS-II,S,,2026-09-12,2099-12-31,,CS:RCB_CLASS:II
10000000168,III,III,Modifier,KAI,Value,KAI-RCB_CLASS-III,S,,2026-09-12,2099-12-31,,CS:RCB_CLASS:III
10000000169,CTCAE 등급,CTCAE_GRADE,Measurement,KAI,Value set,KAI-CS-CTCAE_GRADE,C,CTCAE v5 (OMOP 어휘 CTCAE) · SNOMED 없음,2026-09-12,2099-12-31,,CS:CTCAE_GRADE
10000000170,1,1,Measurement,KAI,Value,KAI-CTCAE_GRADE-1,S,,2026-09-12,2099-12-31,,CS:CTCAE_GRADE:1
10000000171,2,2,Measurement,KAI,Value,KAI-CTCAE_GRADE-2,S,,2026-09-12,2099-12-31,,CS:CTCAE_GRADE:2
10000000172,3,3,Measurement,KAI,Value,KAI-CTCAE_GRADE-3,S,,2026-09-12,2099-12-31,,CS:CTCAE_GRADE:3
10000000173,4,4,Measurement,KAI,Value,KAI-CTCAE_GRADE-4,S,,2026-09-12,2099-12-31,,CS:CTCAE_GRADE:4
10000000174,5,5,Measurement,KAI,Value,KAI-CTCAE_GRADE-5,S,,2026-09-12,2099-12-31,,CS:CTCAE_GRADE:5
10000000175,인과성,AE_CAUSALITY,Observation,KAI,Value set,KAI-CS-AE_CAUSALITY,C,WHO-UMC,2026-09-12,2099-12-31,,CS:AE_CAUSALITY
10000000176,확실,확실,Observation,KAI,Value,KAI-AE_CAUSALITY-확실,S,,2026-09-12,2099-12-31,,CS:AE_CAUSALITY:확실
10000000177,상당히 확실,상당히 확실,Observation,KAI,Value,KAI-AE_CAUSALITY-상당히_확실,S,,2026-09-12,2099-12-31,,CS:AE_CAUSALITY:상당히_확실
10000000178,가능,가능,Observation,KAI,Value,KAI-AE_CAUSALITY-가능,S,,2026-09-12,2099-12-31,,CS:AE_CAUSALITY:가능
10000000179,가능성 적음,가능성 적음,Observation,KAI,Value,KAI-AE_CAUSALITY-가능성_적음,S,,2026-09-12,2099-12-31,,CS:AE_CAUSALITY:가능성_적음
10000000180,평가 불가,평가 불가,Observation,KAI,Value,KAI-AE_CAUSALITY-평가_불가,S,,2026-09-12,2099-12-31,,CS:AE_CAUSALITY:평가_불가
10000000181,관련 없음,관련 없음,Observation,KAI,Value,KAI-AE_CAUSALITY-관련_없음,S,,2026-09-12,2099-12-31,,CS:AE_CAUSALITY:관련_없음
